Requirement,Testcase,Compliance
UART_REQ_BR_A,TC_SUB_REQ_OMIT,NON_COMPLIANT
UART_REQ_BR_B,TC_SUB_REQ_OMIT,NON_COMPLIANT
UART_REQ_ODD,TC_SUB_REQ_OMIT,NON_COMPLIANT
UART_REQ_ODD,TC_5,NON_COMPLIANT
UART_REQ_ODD,TC_6,NON_COMPLIANT
UART_REQ_EVEN,TC_SUB_REQ_OMIT,NON_COMPLIANT
UART_REQ_EVEN,TC_1,NON_COMPLIANT
UART_REQ_EVEN,TC_2,NON_COMPLIANT
UART_REQ_EVEN,TC_3,NON_COMPLIANT
UART_REQ_OMIT,TC_SUB_REQ_OMIT,NON_COMPLIANT



Requirement,Sub-Requirement(s)
UART_REQ_GENERAL_OMIT, UART_REQ_BR_A UART_REQ_BR_B UART_REQ_ODD UART_REQ_EVEN UART_REQ_OMIT
